claim_id,macro,value,n_uses,locations,sections,generator,source_line,result_file,verified_independently,unresolved,headline
K202,flipRungPct,22.2\%,1,40_multilog.tex:340,What one number costs,make_numbers.py,349,s38_facts.csv,True,False,False
K203,flipSplitPct,33.5\%,1,40_multilog.tex:339,What one number costs,make_numbers.py,352,s38_facts.csv,True,False,False
K204,fvVersion,0.2.0,1,70_standard.tex:42,\texttt{fieldvalue,make_numbers.py,638,s06_missing_bounds.csv,False,False,False
K205,gridHi,0.80,1,60_dca.tex:22,"The operating point is a cost ratio, not a knob",make_numbers.py,247,s10_coverage.csv,False,False,False
K206,gridLo,0.05,1,60_dca.tex:21,"The operating point is a cost ratio, not a knob",make_numbers.py,246,s10_coverage.csv,False,False,False
K207,gridShiftMax,0.0175,0,,,round20_numbers.py,428,s27_facts.csv,True,False,False
K208,gridShiftMaxCase,0.0114,1,50_cmdb.tex:234,Register quality,round21_numbers.py,684,s39_integrals.csv,False,False,False
K209,gridShiftMedian,0.0111,0,,,round20_numbers.py,429,s27_facts.csv,False,False,False
K210,highlightMaxChars,74,0,,,round21_numbers.py,63,,False,False,False
K211,highlightsList,"\item A field's incremental predictive performance is a surface, not one number \item An exact variance decomposition says which analyst choice moves the answer \item Coverage-calibrated bands say where the sign of that surface is resolved \item Sign misstated for 7.5\% of resolved cells, 3.6\% on ITSM \item A register's worth turns on the decision time and on which target is set",1,00_front_intro_related.tex:134,Highlights,round21_numbers.py,59,,False,False,True
K212,identityMaxExcess,exactly zero,2,20_inference.tex:460; app_secondary.tex:55,"Decision rules, in sample and out; Specification regret",round20_numbers.py,339,s23_heldout.csv,False,False,False
K213,inferenceShareMedianPct,12.5\%,3,20_inference.tex:86; 20_inference.tex:368; 80_limits.tex:42,"Limitations; Resolution regions and the robustness index; Three surfaces, and which one a claim may quantify over",round20_numbers.py,113,s21_incomplete.csv,True,False,True
K214,instrumentsOosOrderingFails,Brier skill,0,,,round20_numbers.py,317,s23_heldout.csv,False,False,False
K215,instrumentsUniformNotWorst,Nagelkerke $R^2$,1,app_secondary.tex:70,"Decision rules, in sample and out",round20_numbers.py,299,s23_metric_regret.csv,False,False,False
K216,integralContent,$+0.0486$,1,50_cmdb.tex:227,Register quality,round21_numbers.py,683,s39_integrals.csv,False,False,False
K217,integralCorrupt,$+0.1128$,0,,,round20_numbers.py,438,s27_facts.csv,False,False,False
K218,integralDuplicate,$+0.1650$,0,,,round20_numbers.py,438,s27_facts.csv,False,False,False
K219,integralMaskCommon,$+0.1039$,0,,,round20_numbers.py,438,s27_facts.csv,False,False,False
K220,integralMaskRandom,$+0.0877$,0,,,round20_numbers.py,438,s27_facts.csv,False,False,False
K221,integralMaskRare,$+0.0692$,1,50_cmdb.tex:228,Register quality,round21_numbers.py,683,s39_integrals.csv,False,False,False
K222,integralPropensity,$+0.0559$,1,50_cmdb.tex:227,Register quality,round21_numbers.py,683,s39_integrals.csv,False,False,False
K223,integralTime,$+0.0768$,1,50_cmdb.tex:227,Register quality,round21_numbers.py,683,s39_integrals.csv,False,False,False
K224,interactionEnvelopePct,18.1\%,0,,,round20_numbers.py,221,s22_indices.csv,True,False,False
K225,interactionMaxPct,79.3\%,1,40_multilog.tex:80,What the choices are worth,round20_numbers.py,198,s22_indices.csv,True,False,False
K226,interactionMinPct,23.3\%,1,40_multilog.tex:79,What the choices are worth,round20_numbers.py,197,s22_indices.csv,True,False,False
K227,interactionTotalCI,95\%\ interval 40.9\% to 60.8\%,1,40_multilog.tex:79,What the choices are worth,round20_numbers.py,200,s22_indices.csv,False,False,False
K228,interactionTotalConcentratedPct,31.7\%,1,40_multilog.tex:87,What the choices are worth,round20_numbers.py,255,s22_indices.csv,False,False,False
K229,interactionTotalEnvelopePct,18.1\%,0,,,round20_numbers.py,255,s22_indices.csv,False,False,False
K230,interactionTotalPct,56.0\%,5,20_inference.tex:319; 40_multilog.tex:78; 40_multilog.tex:361; 80_limits.tex:222; app_corrections.tex:160,Conclusion; The eight pairs where the construct is what this paper is about; The sensitivity decomposition,round20_numbers.py,196,s22_indices.csv,True,False,True
K231,interactionTotalReferencePct,49.6\%,1,40_multilog.tex:86,What the choices are worth,round20_numbers.py,255,s22_indices.csv,False,False,False
K232,invarianceDuplicateShift,$5.6 \times 10^{-17}$,3,20_inference.tex:333; 40_multilog.tex:95; app_objects.tex:153,Estimating the decomposition; The sensitivity decomposition; What the choices are worth,round20_numbers.py,260,s22_invariance.csv,False,False,False
K233,invarianceGridShift,0.004,3,20_inference.tex:335; 40_multilog.tex:95; app_objects.tex:155,Estimating the decomposition; The sensitivity decomposition; What the choices are worth,round20_numbers.py,263,s22_invariance.csv,False,False,False
K234,invarianceMaxShift,exactly zero,1,10_surface.tex:284,Two propositions,round20_numbers.py,446,s29_facts.csv,False,False,False
K235,itsmHigherOrderPct,36.5\%,1,40_multilog.tex:360,The eight pairs where the construct is what this paper is about,round21_numbers.py,529,s34_family.csv,False,False,False
K236,itsmLargestFirstOrderPct,35.5\%,1,40_multilog.tex:362,The eight pairs where the construct is what this paper is about,round21_numbers.py,532,s34_family.csv,False,False,False
K237,itsmSpread,0.070,0,,,round21_numbers.py,531,s34_family.csv,False,False,False
K238,kmBaseAuc,0.648,0,,,make_numbers.py,562,r35_facts.csv,False,False,False
K239,kmOrphanPopulated,100\%,1,50_cmdb.tex:135,The leakage tipping point,make_numbers.py,559,r35_facts.csv,False,False,False
K240,lambdaHalf,0.64,1,50_cmdb.tex:168,The leakage tipping point,make_numbers.py,554,s17_facts.csv,False,False,False
K241,lambdaHalfPct,64\%,1,50_cmdb.tex:169,The leakage tipping point,make_numbers.py,555,s17_facts.csv,False,False,False
K242,largerPipelineAxis,encoding,1,80_limits.tex:189,Limitations,round21_numbers.py,608,s37_facts.csv,False,False,True
K243,largestFirstOrderPct,28.7\%,4,40_multilog.tex:63; 40_multilog.tex:75; 40_multilog.tex:362; 80_limits.tex:221,Conclusion; The eight pairs where the construct is what this paper is about; What the choices are worth,round20_numbers.py,205,s22_indices.csv,True,False,True
K244,largestInvolvementPct,43.7\%,3,20_inference.tex:318; 40_multilog.tex:82; app_corrections.tex:161,The sensitivity decomposition; What the choices are worth,round20_numbers.py,204,s22_indices.csv,True,False,False
K245,layerItemDuration,$+0.129$,1,50_cmdb.tex:248,What this says to a configuration management programme,round21_numbers.py,184,r34_layers.csv,False,False,False
K246,layerItemHandover,$+0.257$,1,50_cmdb.tex:247,What this says to a configuration management programme,round21_numbers.py,184,r34_layers.csv,False,False,False
K247,layerItemMarginalDuration,$+0.087$,1,50_cmdb.tex:252,What this says to a configuration management programme,round21_numbers.py,187,r34_layers.csv,False,False,False
K248,layerItemMarginalHandover,$+0.109$,1,50_cmdb.tex:252,What this says to a configuration management programme,round21_numbers.py,187,r34_layers.csv,False,False,False
K249,layerSubtypeDuration,$+0.045$,0,,,round21_numbers.py,183,r34_layers.csv,False,False,False
K250,layerSubtypeHandover,$+0.163$,1,50_cmdb.tex:247,What this says to a configuration management programme,round21_numbers.py,183,r34_layers.csv,False,False,False
K251,layerTypeDuration,$+0.045$,1,50_cmdb.tex:248,What this says to a configuration management programme,round21_numbers.py,182,r34_layers.csv,False,False,False
K252,layerTypeHandover,$+0.134$,1,50_cmdb.tex:246,What this says to a configuration management programme,round21_numbers.py,182,r34_layers.csv,False,False,False
K253,leaveOneOutAgreePct,57\%,1,app_secondary.tex:77,"Decision rules, in sample and out",round20_numbers.py,337,s23_heldout.csv,False,False,False
K254,limitNoisyAfter,$+0.0804$,1,app_noisy.tex:41,,make_numbers.py,480,s10_coverage_wrongtruth.csv,False,False,False
K255,limitNoisyBefore,$+0.1135$,1,app_noisy.tex:40,,make_numbers.py,469,s10_coverage_wrongtruth.csv,False,False,False
K256,logAdmittedMaxPrev,BPIC14/handover,1,30_design.tex:99,What the corpus does and does not have in common,round21_numbers.py,788,s25_audit.csv,False,False,False
K257,logExcludedAboveMin,BPIC15\_5/handover,1,30_design.tex:101,What the corpus does and does not have in common,round21_numbers.py,808,s25_audit.csv,False,False,False
K258,maxCardBZero,200,1,30_design.tex:42,Roles,make_numbers.py,252,s10_coverage.csv,False,False,False
K259,maxExcessOneNumberDesk,0.412,1,60_dca.tex:157,"The decision, in units a service desk uses",round21_numbers.py,561,s35_facts.csv,False,False,False
K260,maxKoverN,0.324,0,,,round21_numbers.py,403,s01_surface.csv,False,False,False
K261,maxTMedian,4.03,0,,,make_numbers.py,289,s38_facts.csv,True,False,False
K262,maxTMedianRatio,2.06,0,,,make_numbers.py,291,s38_facts.csv,True,False,False
K263,maxTSurfaceMax,3.57,0,,,round20_numbers.py,119,s21_incomplete.csv,True,False,False
K264,maxTSurfaceMedian,3.33,4,20_inference.tex:124; 40_multilog.tex:158; 40_multilog.tex:174; app_corrections.tex:138,"Resolution regions, and the coverage they have; Simultaneous bands over the family the claim ranges over",round20_numbers.py,117,s21_incomplete.csv,True,False,False
K265,maxTSurfaceMin,3.14,0,,,round20_numbers.py,118,s21_incomplete.csv,True,False,False
K266,maxTWithinMedian,2.35,3,20_inference.tex:125; 40_multilog.tex:158; app_corrections.tex:137,"Resolution regions, and the coverage they have; Simultaneous bands over the family the claim ranges over",round20_numbers.py,120,s21_incomplete.csv,True,False,False
K267,meanNoisyEstimate,$+0.0781$,2,app_corrections.tex:96; app_noisy.tex:41,,make_numbers.py,471,s10_coverage_wrongtruth.csv,False,False,False
K268,measureSpreadPct,24.3\%,1,80_limits.tex:63,Limitations,round20_numbers.py,217,s22_indices.csv,True,False,True
K269,mechanismVsSamplingMedian,0.21,0,,,round20_numbers.py,432,s27_facts.csv,False,False,False
K270,medianKoverN,0.106,1,40_multilog.tex:167,"Resolution regions, and the coverage they have",round21_numbers.py,402,s01_surface.csv,False,False,False
K271,minCardF,50,1,30_design.tex:34,Roles,make_numbers.py,249,s10_coverage.csv,False,False,False
K272,minDrawSharePct,83\%,0,,,round20_numbers.py,143,s21_incomplete.csv,False,False,False
K273,minDrawsComplete,33,0,,,round20_numbers.py,144,s21_incomplete.csv,False,False,False
K274,minGPresent,50\%,1,30_design.tex:39,Roles,make_numbers.py,251,s10_coverage.csv,False,False,False
K275,minPerStratum,25,1,app_pilot.tex:18,Flow,make_numbers.py,256,s10_coverage.csv,False,False,False
K276,minReuseF,two,1,30_design.tex:35,Roles,make_numbers.py,250,s10_coverage.csv,False,False,False
K277,minTrainCoverage,50\%,1,app_protocol.tex:18,,make_numbers.py,255,s10_coverage.csv,False,False,False
K278,misreportConcentratedPct,13.4\%,1,40_multilog.tex:332,What one number costs,round20_numbers.py,347,s23_heldout.csv,False,False,False
K279,misreportEqualPct,32.8\%,6,40_multilog.tex:248; 40_multilog.tex:282; 40_multilog.tex:330; 40_multilog.tex:363; 80_limits.tex:33; 80_limits.tex:229,Conclusion; Limitations; The eight pairs where the construct is what this paper is about,round20_numbers.py,345,s23_heldout.csv,False,False,True
K280,misreportItsmPct,27.1\%,1,40_multilog.tex:363,The eight pairs where the construct is what this paper is about,round21_numbers.py,467,s34_family.csv,False,False,False
K281,misreportLatitudePct,20.0\%,2,40_multilog.tex:281; 80_limits.tex:33,Limitations; What one number costs,round21_numbers.py,486,s34_family.csv,True,False,True
K282,misreportMagnitudeItsmPct,29.6\%,0,,,round21_numbers.py,512,s34_family.csv,False,False,False
K283,misreportMagnitudePct,50.2\%,1,40_multilog.tex:328,What one number costs,round21_numbers.py,452,s34_family.csv,True,False,False
K284,misreportMaxPct,62.3\%,0,,,round21_numbers.py,478,s34_family.csv,True,False,False
K285,misreportMeasureSpreadPct,19.4\%,0,,,round20_numbers.py,348,s23_heldout.csv,False,False,False
K286,misreportMedianPct,32.8\%,0,,,round21_numbers.py,477,s34_family.csv,True,False,False
K287,misreportMinPct,5.6\%,0,,,round21_numbers.py,479,s34_family.csv,True,False,False
K288,misreportPooledItsmPct,3.6\%,3,00_front_intro_related.tex:109; 40_multilog.tex:366; 80_limits.tex:232,Conclusion; The eight pairs where the construct is what this paper is about,round21_numbers.py,508,s34_family.csv,False,False,True
K289,misreportPooledOtherPct,22.2\%,1,40_multilog.tex:367,The eight pairs where the construct is what this paper is about,round21_numbers.py,510,s34_family.csv,False,False,False
K290,misreportPooledResolvedLatitudePct,12.9\%,1,40_multilog.tex:317,What one number costs,round21_numbers.py,430,s34_family.csv,False,False,False
K291,misreportPooledResolvedNominalPct,11.9\%,1,40_multilog.tex:304,What one number costs,round21_numbers.py,422,s34_family.csv,True,False,False
K292,misreportPooledResolvedPct,7.5\%,4,00_front_intro_related.tex:108; 40_multilog.tex:293; 40_multilog.tex:368; 80_limits.tex:230,Conclusion; The eight pairs where the construct is what this paper is about; What one number costs,round21_numbers.py,420,s34_family.csv,True,False,True
K293,misreportReferencePct,25.4\%,1,40_multilog.tex:331,What one number costs,round20_numbers.py,346,s23_heldout.csv,False,False,False
K294,modalLeadingAxis,the split,1,40_multilog.tex:109,What the choices are worth,round20_numbers.py,237,s22_indices.csv,False,False,False
K295,modalLeadingSharePct,51\%,1,40_multilog.tex:110,What the choices are worth,round20_numbers.py,239,s22_indices.csv,False,False,False
K296,nAgreeDisagree,0,0,,,make_numbers.py,641,s11_facts.csv,False,False,False
K297,nAgreeQuantities,266,2,70_standard.tex:52; 70_standard.tex:53,\texttt{fieldvalue,make_numbers.py,640,s11_facts.csv,False,False,False
K298,nAnovaComponents,"4{,}864",0,,,round20_numbers.py,195,s22_indices.csv,False,False,False
K299,nAuditApplicable,3,4,app_pilot.tex:72; app_pilot.tex:73; app_pilot.tex:125; app_pilot.tex:128,"Applicability-specific denominators; The prevalence estimates, and their denominators",make_numbers.py,614,s06_two_screens.csv,False,False,False
K300,nAuditEffective,29.6,3,app_pilot.tex:93; app_pilot.tex:117; app_pilot.tex:163,"Four limits, stated rather than buried; The prevalence estimates, and their denominators; What this design can and cannot resolve",make_numbers.py,583,r35_facts.csv,False,False,False
K301,nAuditEligible,54.9,4,app_pilot.tex:72; app_pilot.tex:74; app_pilot.tex:116; app_pilot.tex:128,"Applicability-specific denominators; The prevalence estimates, and their denominators",make_numbers.py,582,r35_facts.csv,True,False,False
K302,nAuditFrame,600,4,app_corrections.tex:81; app_corrections.tex:112; app_pilot.tex:20; app_pilot.tex:27,Flow,make_numbers.py,565,r35_facts.csv,True,False,False
K303,nAuditFullText,369,0,,,make_numbers.py,573,r35_facts.csv,True,False,False
K304,nAuditNoFullText,231,2,app_pilot.tex:81; app_pilot.tex:168,"Four limits, stated rather than buried; What is missing, and what it could do",make_numbers.py,574,r35_facts.csv,True,False,False
K305,nAuditOutSampled,120,1,app_pilot.tex:146,"The prevalence estimates, and their denominators",make_numbers.py,579,r35_facts.csv,False,False,False
K306,nAuditRequired,196,2,app_pilot.tex:95; app_pilot.tex:165,"Four limits, stated rather than buried; What this design can and cannot resolve",make_numbers.py,615,s06_two_screens.csv,False,False,False
K307,nAuditSampled,600,0,,,make_numbers.py,566,r35_facts.csv,True,False,False
K308,nAuditScreenedIn,54,0,,,make_numbers.py,577,r35_facts.csv,True,False,False
K309,nAuditScreenedOut,315,0,,,make_numbers.py,578,r35_facts.csv,False,False,False
K310,nAuditStrata,77,1,app_pilot.tex:13,Flow,make_numbers.py,570,r35_facts.csv,True,False,False
K311,nAuditTarget,"2{,}400",2,app_corrections.tex:119; app_pilot.tex:19,Flow,make_numbers.py,571,r35_facts.csv,False,False,False
K312,nAxes,nine,1,80_limits.tex:14,Limitations,make_numbers.py,243,s10_coverage.csv,True,False,True
K313,nAxesLeading,4,1,40_multilog.tex:108,What the choices are worth,round20_numbers.py,235,s22_indices.csv,False,False,False
K314,nBadMajorityAuc,0,0,,,round20_numbers.py,279,s23_facts.csv,False,False,False
K315,nBadOneNumberAuc,5,0,,,round20_numbers.py,278,s23_facts.csv,True,False,False
K316,nBadUniformAuc,14,0,,,round20_numbers.py,280,s23_facts.csv,True,False,False
K317,nBandCoverageCells,18,2,75_simulation.tex:143; 75_simulation.tex:195,The band's family-wise coverage,round21_numbers.py,964,s41_profile.csv,False,False,False
K318,nBandCoverageReps,"2{,}000",1,75_simulation.tex:142,The band's family-wise coverage,round21_numbers.py,963,s41_profile.csv,False,False,False
K319,nBandResolvedRaw,"2{,}046",0,,,make_numbers.py,535,s17_facts.csv,False,False,False
K320,nBandResolvedRecentred,"2{,}163",0,,,make_numbers.py,536,s17_facts.csv,False,False,False
K321,nBeneficialPointwise,24,1,60_dca.tex:87,Simultaneous bands change what can be said,round20_numbers.py,400,s26_bands.csv,False,False,False
K322,nBeneficialSimultaneous,18,1,60_dca.tex:88,Simultaneous bands change what can be said,round20_numbers.py,399,s26_bands.csv,False,False,False
K323,nBootEighty,80,1,20_inference.tex:218,Simultaneous bands over the family the claim ranges over,round21_numbers.py,982,s41_profile.csv,False,False,False
K324,nBootFourHundred,400,2,20_inference.tex:219; 80_limits.tex:148,Limitations; Simultaneous bands over the family the claim ranges over,round21_numbers.py,982,s41_profile.csv,False,False,True
K325,nBootOneFifty,150,1,20_inference.tex:219,Simultaneous bands over the family the claim ranges over,round21_numbers.py,982,s41_profile.csv,False,False,False
K326,nBootOneThousand,"1{,}000",1,75_simulation.tex:179,The band's family-wise coverage,round21_numbers.py,982,s41_profile.csv,False,False,False
K327,nBootThirtyThree,33,3,20_inference.tex:217; 75_simulation.tex:178; 80_limits.tex:147,Limitations; Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,982,s41_profile.csv,False,False,True
K328,nCaseQualityPoints,16,0,,,round21_numbers.py,660,s39_absorption.csv,False,False,False
K329,nCaseSweepLevels,11,2,50_cmdb.tex:184; 50_cmdb.tex:233,Register quality,round21_numbers.py,661,s39_absorption.csv,False,False,False
K330,nCaseTest,"13{,}637",1,50_cmdb.tex:26,"One log, two published answers, and what separates them",make_numbers.py,285,s38_facts.csv,False,False,False
K331,nCaseTrain,"31{,}818",1,50_cmdb.tex:25,"One log, two published answers, and what separates them",make_numbers.py,284,s38_facts.csv,False,False,False
K332,nCellsLargestPair,"4{,}800",1,30_design.tex:104,What the corpus does and does not have in common,round21_numbers.py,791,s25_audit.csv,False,False,False
K333,nCellsLatitude,30,1,40_multilog.tex:280,What one number costs,round21_numbers.py,487,s34_family.csv,False,False,False
K334,nCellsPerPairMedian,180,1,40_multilog.tex:287,What one number costs,round21_numbers.py,464,s34_family.csv,False,False,False
K335,nCertificates,18,1,10_surface.tex:280,Two propositions,round20_numbers.py,447,s29_facts.csv,True,False,False
K336,nClosedBefore,5,0,,,make_numbers.py,560,r35_facts.csv,False,False,False
K337,nCohort,"45{,}455",2,00_front_intro_related.tex:112; 50_cmdb.tex:24,"One log, two published answers, and what separates them",make_numbers.py,271,s10_coverage.csv,True,False,True
K338,nCohortCells,24,0,,,round21_numbers.py,225,s32_tiebreak.csv,True,False,False
K339,nCohortCorpus,"46{,}606",0,,,make_numbers.py,267,s10_coverage.csv,True,False,False
K340,nCohortDraws,400,0,,,round21_numbers.py,226,s32_tiebreak.csv,False,False,False
K341,nCohortResolved,0,0,,,round21_numbers.py,233,s32_tiebreak.csv,False,False,False
K342,nCohortSignPositive,4,0,,,round21_numbers.py,232,s32_tiebreak.csv,False,False,False
K343,nComputationalCells,"29{,}040",2,20_inference.tex:74; 30_design.tex:104,"Three surfaces, and which one a claim may quantify over; What the corpus does and does not have in common",round20_numbers.py,51,s25_representative.csv,False,False,False
K344,nComputationalRows,"273{,}024",0,,,round20_numbers.py,53,s25_representative.csv,False,False,False
K345,nConcentratedExceeds,12,2,40_multilog.tex:89; 80_limits.tex:66,Limitations; What the choices are worth,round20_numbers.py,241,s22_indices.csv,True,False,True
K346,nCondBeneficial,11,0,,,round20_numbers.py,152,s21_incomplete.csv,True,False,False
K347,nCondBeneficialCal,9,2,40_multilog.tex:198; 40_multilog.tex:203,"Resolution regions, and the coverage they have",round21_numbers.py,347,s33_sensitivity.csv,False,False,False
K348,nCondHarmful,2,0,,,round20_numbers.py,154,s21_incomplete.csv,True,False,False
K349,nCondHarmfulCal,1,2,20_inference.tex:394; 40_multilog.tex:199,"Resolution regions and the robustness index; Resolution regions, and the coverage they have",round21_numbers.py,347,s33_sensitivity.csv,False,False,False
K350,nConditions,25,1,app_verifier.tex:21,,make_numbers.py,635,s06_missing_bounds.csv,False,False,False
K351,nConfirmReject,5,0,,,make_numbers.py,295,s38_facts.csv,True,False,False
K352,nCorpusDownloaded,26,1,90_backmatter.tex:62,Data availability,make_numbers.py,803,s16_facts.csv,False,False,False
K353,nCorpusLogs,26,0,,,make_numbers.py,804,s16_facts.csv,False,False,False
K354,nDcGrid,31,3,60_dca.tex:72; 60_dca.tex:85; 60_dca.tex:97,Simultaneous bands change what can be said,round20_numbers.py,396,s26_bands.csv,False,False,False
K355,nDcaFamiliesWithDegenerate,15,0,,,round21_numbers.py,1000,s41_profile.csv,False,False,False
K356,nDcaFamily,248,1,60_dca.tex:82,Simultaneous bands change what can be said,round20_numbers.py,409,s26_bands.csv,False,False,False
K357,nDcaRows,"10{,}974",1,60_dca.tex:101,Simultaneous bands change what can be said,round21_numbers.py,361,s26_facts.csv,False,False,False
K358,nDecisionTimes,4,0,,,round21_numbers.py,695,s38_facts.csv,False,False,False
K359,nDeclaredAdmissible,"5{,}808",0,,,round20_numbers.py,46,s25_representative.csv,False,False,False
K360,nDeclaredAdmissibleDC,"180{,}048",0,,,round20_numbers.py,49,s25_representative.csv,False,False,False
K361,nDeclaredAdmissibleScalar,"29{,}040",3,00_front_intro_related.tex:106; 20_inference.tex:75; 40_multilog.tex:13,"Multi-log results; Three surfaces, and which one a claim may quantify over",round20_numbers.py,47,s25_representative.csv,True,False,True
K362,nDeclaredCells,"7{,}584",0,,,round20_numbers.py,44,s25_representative.csv,False,False,False
K363,nDeclaredScalar,"37{,}920",0,,,round20_numbers.py,45,s25_representative.csv,False,False,False
K364,nDecompositions,304,2,20_inference.tex:316; app_objects.tex:151,Estimating the decomposition; The sensitivity decomposition,round20_numbers.py,194,s22_indices.csv,False,False,False
K365,nDegenerateCellsDca,841,2,75_simulation.tex:158; 80_limits.tex:154,Limitations; The band's family-wise coverage,round21_numbers.py,985,s41_profile.csv,False,False,True
K366,nDegenerateCellsWhole,0,1,75_simulation.tex:161,The band's family-wise coverage,round21_numbers.py,986,s41_profile.csv,False,False,False
K367,nDisagreeLatitude,27,1,40_multilog.tex:321,What one number costs,round21_numbers.py,433,s34_family.csv,False,False,False
K368,nDisagreeResolved,67,2,40_multilog.tex:294; 40_multilog.tex:309,What one number costs,round21_numbers.py,425,s34_family.csv,False,False,False
K369,nDisagreeTopThree,65,1,40_multilog.tex:309,What one number costs,round21_numbers.py,435,s34_family.csv,False,False,False
K370,nDomains,6,1,30_design.tex:79,What the corpus does and does not have in common,make_numbers.py,224,s10_coverage.csv,True,False,False
K371,nDrawRows,"1{,}791{,}720",0,,,make_numbers.py,288,s38_facts.csv,False,False,False
K372,nDrawsEffectiveMin,33,1,80_limits.tex:48,Limitations,round20_numbers.py,96,s21_incomplete.csv,False,False,True
K373,nDrawsPcThree,"2{,}000",1,20_inference.tex:250,"Planned contrasts, and a $p$-value the design can produce",round21_numbers.py,267,s32_tiebreak.csv,False,False,False
K374,nDrawsPlanned,"2{,}000",1,20_inference.tex:242,"Planned contrasts, and a $p$-value the design can produce",round20_numbers.py,354,s24_facts.csv,True,False,False
K375,nDrawsSurface,80,0,,,round20_numbers.py,86,s21_regions.csv,True,False,False
K376,nDrawsSurfaceMax,150,5,20_inference.tex:169; 20_inference.tex:222; 80_limits.tex:47; 80_limits.tex:48; 80_limits.tex:170,Limitations; Simultaneous bands over the family the claim ranges over,round20_numbers.py,88,s21_regions.csv,True,False,True
K377,nDrawsSurfaceMin,40,4,20_inference.tex:169; 20_inference.tex:222; 80_limits.tex:47; 80_limits.tex:170,Limitations; Simultaneous bands over the family the claim ranges over,round20_numbers.py,87,s21_regions.csv,True,False,True
K378,nDuplicateCells,0,2,20_inference.tex:75; 40_multilog.tex:18,"Multi-log results; Three surfaces, and which one a claim may quantify over",round20_numbers.py,54,s25_representative.csv,True,False,False
K379,nEqualExceeds,6,1,40_multilog.tex:91,What the choices are worth,round20_numbers.py,242,s22_indices.csv,True,False,False
K380,nExcludedAbove,5,1,30_design.tex:102,What the corpus does and does not have in common,round21_numbers.py,810,s25_audit.csv,False,False,False
K381,nExclusionRows,0,0,,,round20_numbers.py,56,s25_representative.csv,False,False,False
K382,nExtraCases,"1{,}151",1,50_cmdb.tex:27,"One log, two published answers, and what separates them",round21_numbers.py,213,s32_tiebreak.csv,False,False,False
K383,nFamiliesDca,19,4,20_inference.tex:159; 60_dca.tex:110; 75_simulation.tex:169; 80_limits.tex:118,Limitations; Simultaneous bands change what can be said; Simultaneous bands over the family the claim ranges over,round21_numbers.py,113,s40_facts.csv,False,False,True
K384,nFamiliesWhole,19,3,20_inference.tex:158; 75_simulation.tex:170; 80_limits.tex:117,Limitations; Simultaneous bands over the family the claim ranges over; The band's family-wise coverage,round21_numbers.py,112,s40_facts.csv,False,False,True
K385,nFieller,"10{,}584",2,20_inference.tex:276; 50_cmdb.tex:289,"Fieller intervals for the reduction; The absorption, and why the ratio is secondary",make_numbers.py,293,s38_facts.csv,True,False,False
K386,nFiellerCase,30,1,50_cmdb.tex:286,"The absorption, and why the ratio is secondary",round21_numbers.py,657,s39_absorption.csv,False,False,False
K387,nFiellerUnbounded,"5{,}282",2,20_inference.tex:277; 50_cmdb.tex:289,"Fieller intervals for the reduction; The absorption, and why the ratio is secondary",make_numbers.py,294,s38_facts.csv,True,False,False
K388,nFiellerUnboundedCase,0,1,50_cmdb.tex:286,"The absorption, and why the ratio is secondary",round21_numbers.py,658,s39_absorption.csv,False,False,False
K389,nFolds,five,3,20_inference.tex:40; 30_design.tex:56; app_rolling.tex:2,"Targets, splits and exclusions; The estimator, and uncertainty that includes the model",make_numbers.py,244,s10_coverage.csv,False,False,False
K390,nGrid,31,3,20_inference.tex:96; 40_multilog.tex:10; 60_dca.tex:21,"Multi-log results; Simultaneous bands over the family the claim ranges over; The operating point is a cost ratio, not a knob",make_numbers.py,245,s10_coverage.csv,False,False,False
K391,nHarmfulPointwise,0,2,60_dca.tex:71; 60_dca.tex:97,Simultaneous bands change what can be said,round20_numbers.py,402,s26_bands.csv,False,False,False
K392,nHarmfulSimultaneous,0,2,60_dca.tex:73; 60_dca.tex:98,Simultaneous bands change what can be said,round20_numbers.py,401,s26_bands.csv,False,False,False
K393,nHeldOutLogs,1,2,30_design.tex:65; 90_backmatter.tex:68,"Data availability; Targets, splits and exclusions",round21_numbers.py,377,r43_holdout.csv,False,False,False
K394,nHighlights,5,0,,,round21_numbers.py,62,,True,False,False
K395,nITSMPairs,8,1,30_design.tex:117,What the corpus does and does not have in common,round20_numbers.py,709,s01_surface.csv,False,False,False
K396,nIncompleteFamilies,2,1,20_inference.tex:132,Simultaneous bands over the family the claim ranges over,round20_numbers.py,140,s21_incomplete.csv,False,False,False
K397,nInferenceCells,780,0,,,round20_numbers.py,75,s21_regions.csv,False,False,False
K398,nInferenceScalar,"3{,}900",2,20_inference.tex:85; 40_multilog.tex:19,"Multi-log results; Three surfaces, and which one a claim may quantify over",round20_numbers.py,76,s21_regions.csv,False,False,False
K399,nInstruments,5,3,40_multilog.tex:439; app_secondary.tex:62; app_secondary.tex:67,"Decision rules, in sample and out",round20_numbers.py,297,s23_metric_regret.csv,True,False,False
K400,nInstrumentsOneNumberWorse,5,2,40_multilog.tex:439; app_secondary.tex:61,"Decision rules, in sample and out",round20_numbers.py,320,s23_heldout.csv,True,False,False
K401,nInstrumentsOosOrdering,4,1,app_secondary.tex:63,"Decision rules, in sample and out",round20_numbers.py,315,s23_heldout.csv,True,False,False
